loan_id,region,loan_type,credit_score,loan_balance,debt_ratio,num_delinquencies,years_since_orig,default_prob,default_flag
L001496,東京,マイカーローン,336,34642406,0.482,3,5.0,0.983275,1
L001497,福岡,マイカーローン,577,10783023,0.436,1,5.0,0.905128,1
L001498,名古屋,住宅ローン,750,46866694,0.229,4,3.0,0.213505,0
L001499,大阪,事業資金,430,26535468,0.233,1,3.0,0.9999,1
L001500,名古屋,事業資金,762,31328411,0.57,3,3.0,0.210004,0
L001501,大阪,住宅ローン,785,27494960,0.292,1,2.0,0.085845,0
L001502,大阪,住宅ローン,662,8902752,0.49,3,3.0,0.479575,0
L001503,大阪,カードローン,363,25317249,0.92,2,2.0,0.976233,0
L001504,名古屋,住宅ローン,330,10837479,0.292,4,2.0,0.990889,1
L001505,東京,カードローン,349,36054736,0.465,2,2.0,0.9999,1
L001506,福岡,住宅ローン,322,49537503,0.538,1,3.0,0.9999,1
L001507,東京,住宅ローン,427,4619158,0.644,3,1.0,0.828461,1
L001508,福岡,事業資金,498,5388370,0.267,4,2.0,0.882315,1
L001509,大阪,住宅ローン,307,39858410,0.292,0,2.0,0.989122,1
L001510,東京,カードローン,767,28233242,0.226,1,5.0,0.285098,0
L001511,東京,事業資金,403,42351141,0.534,1,2.0,0.966165,1
L001512,札幌,住宅ローン,741,14214263,0.195,0,2.0,0.171388,0
L001513,名古屋,カードローン,741,10464433,0.163,1,2.0,0.153165,1
L001514,大阪,マイカーローン,348,31409336,0.629,1,5.0,0.9999,1
L001515,福岡,カードローン,740,45950210,0.56,3,3.0,0.217533,0
L001516,東京,事業資金,693,30096947,0.102,1,2.0,0.240699,1
L001517,東京,住宅ローン,466,37642129,0.784,4,1.5,0.876838,1
L001518,東京,カードローン,520,45170398,0.52,4,7.0,0.9999,0
L001519,大阪,カードローン,528,21746436,0.459,0,2.0,0.84497,1
L001520,名古屋,カードローン,800,9815759,0.7,0,2.0,0.11771,0
L001521,福岡,事業資金,363,41387226,0.445,4,2.0,0.998662,1
L001522,札幌,カードローン,512,32368413,0.539,1,1.0,0.623507,0
L001523,福岡,マイカーローン,737,23293958,0.835,1,2.0,0.152408,1
L001524,東京,カードローン,331,23253305,0.919,2,1.0,0.945732,1
L001525,福岡,マイカーローン,308,6481534,0.875,3,1.5,0.995559,1
L001526,福岡,住宅ローン,584,45657477,0.873,3,5.0,0.908521,0
L001527,大阪,事業資金,629,38385530,0.119,3,1.0,0.298179,1
L001528,福岡,事業資金,347,47331869,0.136,3,0.5,0.734012,1
L001529,東京,事業資金,832,6174159,0.884,3,5.0,0.128562,0
L001530,札幌,カードローン,488,29402382,0.766,2,1.0,0.659527,1
L001531,東京,カードローン,499,22902997,0.315,4,1.0,0.691886,0
L001532,大阪,カードローン,761,20242933,0.504,3,3.0,0.196354,0
L001533,福岡,住宅ローン,713,9847820,0.881,2,2.0,0.22393,0
L001534,大阪,カードローン,800,33167483,0.567,1,1.5,0.052826,0
L001535,大阪,住宅ローン,534,1886078,0.777,3,1.0,0.553983,1
L001536,福岡,カードローン,473,42379425,0.099,1,5.0,0.9999,1
L001537,名古屋,住宅ローン,753,12400828,0.449,4,3.0,0.206381,0
L001538,東京,カードローン,849,20434596,0.771,4,1.0,0.002155,0
L001539,東京,カードローン,344,19423026,0.446,3,1.5,0.977108,1
L001540,名古屋,カードローン,539,39845238,0.248,4,5.0,0.981078,0
L001541,東京,住宅ローン,702,39405409,0.659,2,7.0,0.621813,0
L001542,福岡,マイカーローン,339,47375462,0.418,1,2.0,0.982511,1
L001543,大阪,カードローン,477,30606708,0.36,3,1.0,0.690125,1
L001544,大阪,カードローン,459,37972371,0.909,2,0.5,0.524593,1
L001545,東京,住宅ローン,688,44632351,0.307,2,1.0,0.171029,0
L001546,東京,カードローン,431,5803359,0.812,2,5.0,0.9999,1
L001547,東京,住宅ローン,529,9900619,0.067,4,3.0,0.916737,1
L001548,札幌,カードローン,657,14329644,0.133,1,1.5,0.287932,1
L001549,東京,住宅ローン,489,12081865,0.779,0,2.0,0.882173,1
L001550,東京,住宅ローン,588,24303557,0.766,2,1.0,0.371047,1
L001551,名古屋,カードローン,623,14381142,0.636,2,1.0,0.28981,1
L001552,福岡,カードローン,409,8879776,0.198,4,0.5,0.618672,1
L001553,大阪,事業資金,337,5827586,0.602,4,2.0,0.99177,1
L001554,東京,カードローン,396,39806575,0.448,4,3.0,0.986185,1
L001555,札幌,カードローン,672,21402492,0.276,3,1.0,0.162261,0
L001556,東京,カードローン,773,19787640,0.436,0,2.0,0.114363,0
L001557,東京,事業資金,542,16483757,0.202,3,3.0,0.876066,1
L001558,東京,事業資金,419,36337821,0.921,0,2.0,0.991042,0
L001559,東京,事業資金,487,22156382,0.422,2,0.5,0.448986,1
L001560,札幌,住宅ローン,669,11556769,0.369,0,2.0,0.365453,1
L001561,東京,事業資金,824,18730827,0.655,1,3.0,0.098113,0
L001562,札幌,マイカーローン,356,33782535,0.292,0,1.5,0.98651,1
L001563,東京,カードローン,596,36440214,0.47,4,3.0,0.741952,1
L001564,東京,カードローン,419,49860736,0.588,1,2.0,0.977015,1
L001565,東京,カードローン,809,18466349,0.131,1,3.0,0.119237,1
L001566,名古屋,住宅ローン,803,11411948,0.862,2,2.0,0.077466,0
L001567,福岡,カードローン,366,3034125,0.826,2,0.5,0.726505,1
L001568,東京,カードローン,357,5130149,0.588,2,7.0,0.9999,1
L001569,東京,マイカーローン,562,3539398,0.684,4,3.0,0.848928,1
L001570,東京,マイカーローン,497,47969677,0.256,0,0.5,0.382763,1
L001571,大阪,住宅ローン,849,26375462,0.149,4,2.0,0.024779,0
L001572,名古屋,住宅ローン,614,16304054,0.739,0,1.5,0.425797,1
L001573,札幌,住宅ローン,581,47540418,0.557,3,2.0,0.646043,1
L001574,東京,住宅ローン,313,11455143,0.124,2,2.0,0.990087,1
L001575,東京,カードローン,460,18983008,0.081,1,2.0,0.953141,1
L001576,大阪,カードローン,689,14806603,0.257,1,3.0,0.380661,1
L001577,東京,事業資金,692,965519,0.408,3,5.0,0.542473,1
L001578,福岡,カードローン,612,46251870,0.382,1,1.5,0.416142,0
L001579,東京,住宅ローン,724,22077128,0.942,1,1.0,0.087405,0
L001580,東京,カードローン,691,37273485,0.38,3,7.0,0.665168,0
L001581,名古屋,カードローン,804,49377757,0.354,1,5.0,0.167867,0
L001582,札幌,カードローン,465,16890921,0.52,1,1.5,0.892874,0
L001583,名古屋,住宅ローン,321,46917527,0.534,0,3.0,0.984274,1
L001584,大阪,カードローン,577,3436007,0.747,3,1.0,0.409823,1
L001585,東京,カードローン,302,45998855,0.874,3,7.0,0.9999,1
L001586,東京,事業資金,305,2920907,0.267,4,1.5,0.988496,1
L001587,大阪,住宅ローン,764,34894428,0.053,0,1.5,0.1031,0
L001588,大阪,事業資金,677,4153595,0.573,1,1.5,0.240877,0
L001589,東京,住宅ローン,593,39079178,0.518,3,1.5,0.496386,1
L001590,大阪,住宅ローン,357,9668988,0.611,3,5.0,0.982851,1
L001591,名古屋,カードローン,793,12045460,0.098,0,1.5,0.08102,0
L001592,名古屋,事業資金,505,30838205,0.73,0,2.0,0.883572,1
L001593,名古屋,マイカーローン,311,10812550,0.727,3,2.0,0.995378,1
L001594,大阪,事業資金,323,16803731,0.133,4,5.0,0.9999,1
L001595,札幌,住宅ローン,693,3347262,0.656,2,7.0,0.665723,0
L001596,大阪,カードローン,681,11361356,0.601,3,7.0,0.720047,0
L001597,大阪,事業資金,683,48630510,0.634,2,2.0,0.278622,0
L001598,大阪,マイカーローン,650,35589115,0.054,0,3.0,0.498066,0
L001599,大阪,事業資金,439,24445425,0.433,4,1.5,0.922153,0
L001600,福岡,住宅ローン,551,19222153,0.249,2,2.0,0.786009,1
L001601,東京,住宅ローン,693,1239250,0.146,2,1.0,0.134503,0
L001602,札幌,マイカーローン,648,21486013,0.338,2,1.0,0.228103,1
L001603,東京,住宅ローン,566,11410439,0.332,4,1.0,0.460313,1
L001604,大阪,事業資金,393,14058718,0.496,2,5.0,0.9999,1
L001605,東京,住宅ローン,532,30756905,0.777,0,2.0,0.804502,1
L001606,東京,カードローン,818,42098012,0.731,0,7.0,0.22515,0
L001607,名古屋,事業資金,459,25395335,0.18,3,3.0,0.97621,1
L001608,大阪,カードローン,758,24335551,0.281,2,3.0,0.188861,0
L001609,東京,カードローン,329,32191136,0.099,2,2.0,0.9999,1
L001610,東京,カードローン,692,1528941,0.093,3,2.0,0.272762,0
L001611,福岡,カードローン,525,25288411,0.119,2,5.0,0.953694,1
L001612,福岡,カードローン,370,28393668,0.908,0,2.0,0.99087,1
L001613,東京,カードローン,383,28865675,0.254,0,3.0,0.9999,1
L001614,名古屋,住宅ローン,333,32537914,0.336,1,2.0,0.994941,1
L001615,名古屋,カードローン,587,12736665,0.262,4,7.0,0.97316,0
L001616,東京,住宅ローン,500,48323845,0.166,2,2.0,0.846474,1
L001617,福岡,カードローン,325,30948033,0.151,2,5.0,0.994683,1
L001618,東京,マイカーローン,610,44261666,0.665,3,3.0,0.688409,0
L001619,東京,住宅ローン,362,14568647,0.485,3,5.0,0.9999,1
L001620,名古屋,マイカーローン,337,46906748,0.446,3,2.0,0.988659,1
L001621,札幌,住宅ローン,728,47865306,0.174,3,2.0,0.180449,0
L001622,福岡,住宅ローン,589,7526651,0.394,1,2.0,0.593324,1
L001623,東京,カードローン,750,31103224,0.581,0,0.5,0.023387,0
L001624,名古屋,カードローン,527,17647089,0.398,2,1.0,0.565479,0
L001625,大阪,カードローン,569,34761728,0.341,0,5.0,0.952886,1
L001626,大阪,カードローン,560,11961712,0.27,4,3.0,0.849789,1
L001627,札幌,住宅ローン,576,41564066,0.226,4,5.0,0.944558,0
L001628,札幌,マイカーローン,334,33545704,0.079,1,2.0,0.9999,1
L001629,東京,住宅ローン,509,32134705,0.796,2,2.0,0.852138,1
L001630,東京,マイカーローン,738,11003782,0.945,2,1.0,0.079372,0
L001631,札幌,カードローン,574,1845143,0.858,0,0.5,0.264548,0
L001632,東京,マイカーローン,545,40593681,0.051,2,0.5,0.289192,0
L001633,東京,事業資金,811,46014837,0.587,1,5.0,0.151871,0
L001634,東京,住宅ローン,559,45445065,0.399,3,0.5,0.262037,0
L001635,名古屋,事業資金,401,17424489,0.12,1,1.0,0.843093,1
L001636,札幌,事業資金,825,2267464,0.935,0,7.0,0.17822,0
L001637,大阪,事業資金,353,44931514,0.284,1,1.0,0.904091,1
L001638,名古屋,事業資金,706,36467554,0.894,1,1.0,0.117832,0
L001639,福岡,マイカーローン,602,19629454,0.875,2,5.0,0.885971,1
L001640,東京,カードローン,539,35136076,0.094,3,5.0,0.975717,0
L001641,東京,住宅ローン,553,34594012,0.331,1,3.0,0.855786,0
L001642,大阪,住宅ローン,760,13117773,0.336,0,2.0,0.159083,0
L001643,東京,事業資金,349,26130072,0.375,3,0.5,0.720597,1
L001644,東京,事業資金,704,45165412,0.638,2,0.5,0.072596,1
L001645,東京,カードローン,398,32179158,0.453,3,1.0,0.876995,1
L001646,東京,マイカーローン,572,6910555,0.941,2,5.0,0.936075,1
L001647,札幌,マイカーローン,598,18617247,0.791,0,3.0,0.737714,0
L001648,札幌,カードローン,324,41591456,0.626,1,5.0,0.9999,1
L001649,福岡,住宅ローン,653,6388055,0.714,3,3.0,0.511733,0
L001650,東京,事業資金,559,2063781,0.9,4,1.5,0.607459,1
L001651,東京,住宅ローン,493,45689742,0.785,2,3.0,0.963885,1
L001652,東京,カードローン,848,16688724,0.508,3,1.0,0.0001,0
L001653,大阪,マイカーローン,663,46577997,0.926,1,1.5,0.279575,0
L001654,名古屋,事業資金,564,40473954,0.363,2,3.0,0.84162,0
L001655,大阪,カードローン,304,949051,0.199,1,2.0,0.9999,1
L001656,東京,カードローン,377,44717247,0.174,0,2.0,0.994051,1
L001657,東京,住宅ローン,324,3892641,0.542,4,2.0,0.991473,1
L001658,東京,マイカーローン,630,4032834,0.344,4,3.0,0.630592,0
L001659,福岡,カードローン,818,5991205,0.699,0,7.0,0.199489,0
L001660,大阪,カードローン,738,18448056,0.076,4,5.0,0.353342,0
L001661,福岡,事業資金,643,29679955,0.95,0,0.5,0.126478,0
L001662,東京,住宅ローン,547,20384968,0.604,0,2.0,0.783869,1
L001663,名古屋,事業資金,744,38295868,0.82,3,3.0,0.240834,0
L001664,大阪,カードローン,474,9602158,0.536,4,2.0,0.940193,1
L001665,大阪,マイカーローン,775,31195341,0.766,1,1.0,0.081692,0
L001666,名古屋,マイカーローン,811,5513617,0.637,4,7.0,0.218642,0
L001667,福岡,事業資金,477,33715610,0.547,4,1.0,0.671892,1
L001668,名古屋,住宅ローン,626,2678866,0.747,2,3.0,0.634007,0
L001669,大阪,住宅ローン,820,37799276,0.325,0,7.0,0.194171,0
L001670,大阪,カードローン,311,21216447,0.639,1,1.5,0.985384,0
L001671,東京,事業資金,377,47697050,0.481,2,1.0,0.907842,1
L001672,名古屋,カードローン,455,26786466,0.321,1,1.5,0.870554,0
L001673,札幌,事業資金,708,5549728,0.346,1,5.0,0.47271,1
L001674,名古屋,住宅ローン,637,16120128,0.38,0,5.0,0.781335,0
L001675,名古屋,事業資金,569,47904926,0.498,1,7.0,0.9999,0
L001676,大阪,カードローン,462,18656348,0.319,3,7.0,0.9999,1
L001677,福岡,カードローン,744,29091174,0.074,0,1.5,0.140081,0
L001678,札幌,カードローン,337,43733290,0.946,2,1.5,0.975753,1
L001679,東京,カードローン,629,10665307,0.574,3,5.0,0.79174,0
L001680,大阪,住宅ローン,349,48938316,0.478,0,1.5,0.994023,1
L001681,大阪,住宅ローン,752,6450102,0.635,4,5.0,0.333799,0
L001682,東京,マイカーローン,674,45444351,0.903,1,3.0,0.454056,0
L001683,札幌,マイカーローン,438,17244432,0.92,1,2.0,0.977044,1
L001684,大阪,マイカーローン,615,41352506,0.321,0,5.0,0.872501,0
L001685,福岡,事業資金,497,544977,0.717,1,3.0,0.970695,1
L001686,東京,マイカーローン,717,18440613,0.159,4,5.0,0.426736,0
L001687,名古屋,住宅ローン,768,20951358,0.089,0,5.0,0.27783,0
L001688,名古屋,住宅ローン,303,7927036,0.912,1,1.5,0.983494,1
L001689,福岡,カードローン,729,15357375,0.537,4,7.0,0.496567,0
L001690,福岡,マイカーローン,733,21379518,0.628,2,2.0,0.193995,0
L001691,東京,マイカーローン,758,48049809,0.793,0,2.0,0.160586,0
L001692,大阪,マイカーローン,520,29503012,0.274,2,5.0,0.996114,1
L001693,名古屋,マイカーローン,441,24911034,0.28,2,2.0,0.965196,1
L001694,名古屋,住宅ローン,349,14752464,0.842,1,1.5,0.97361,1
L001695,東京,マイカーローン,514,4539070,0.249,1,3.0,0.934667,0
L001696,福岡,住宅ローン,585,1313113,0.538,1,5.0,0.891785,0
L001697,東京,カードローン,307,6323840,0.746,4,1.0,0.966143,1
L001698,名古屋,住宅ローン,607,15058888,0.077,0,0.5,0.174421,1
L001699,大阪,カードローン,403,1720584,0.075,0,2.0,0.990402,1
L001700,大阪,事業資金,824,18416196,0.577,2,3.0,0.09875,0
L001701,東京,事業資金,498,18819423,0.575,1,1.5,0.76947,0
L001702,札幌,カードローン,817,46879472,0.459,4,1.0,0.053087,0
L001703,東京,カードローン,827,26939866,0.815,2,1.0,0.035381,0
L001704,名古屋,住宅ローン,727,12334974,0.505,4,7.0,0.523131,0
L001705,大阪,住宅ローン,305,47528277,0.3,3,1.0,0.934527,0
L001706,福岡,カードローン,508,35039786,0.239,2,1.0,0.630618,1
L001707,東京,事業資金,594,48799409,0.204,1,2.0,0.58672,0
L001708,東京,住宅ローン,657,40574957,0.334,4,3.0,0.503748,0
L001709,大阪,カードローン,778,11532572,0.662,2,7.0,0.355674,0
L001710,大阪,住宅ローン,692,39828580,0.927,4,7.0,0.650046,0
L001711,大阪,住宅ローン,479,9136026,0.123,3,3.0,0.950688,1
L001712,福岡,事業資金,629,48224125,0.557,1,3.0,0.612232,0
L001713,福岡,住宅ローン,545,2688201,0.876,3,2.0,0.765089,1
L001714,東京,カードローン,398,7353132,0.537,4,3.0,0.9999,1
L001715,東京,カードローン,508,32275143,0.77,1,1.0,0.65072,0
L001716,福岡,事業資金,545,25026163,0.297,3,1.0,0.504944,0
L001717,福岡,住宅ローン,777,46057751,0.41,2,2.0,0.114398,0
L001718,札幌,事業資金,512,10398260,0.146,0,1.5,0.744797,0
L001719,東京,住宅ローン,677,13088440,0.666,1,1.0,0.150588,0
L001720,東京,事業資金,750,38697546,0.056,1,3.0,0.215799,0
L001721,名古屋,カードローン,331,37256121,0.518,1,1.5,0.99712,1
L001722,名古屋,住宅ローン,419,35088540,0.229,2,2.0,0.967305,1
L001723,福岡,住宅ローン,553,46821241,0.092,4,2.0,0.723799,1
L001724,東京,カードローン,530,5495663,0.775,4,1.0,0.542535,1
L001725,東京,事業資金,814,11938529,0.622,1,0.5,0.011118,0
L001726,福岡,カードローン,757,7918437,0.138,3,1.5,0.100566,0
L001727,名古屋,カードローン,605,24502000,0.34,3,2.0,0.566543,0
L001728,福岡,カードローン,634,14454978,0.067,4,2.0,0.440195,0
L001729,東京,事業資金,331,19429849,0.391,2,3.0,0.979179,1
L001730,名古屋,事業資金,655,22294947,0.083,2,3.0,0.492881,1
L001731,福岡,マイカーローン,846,5185461,0.278,0,7.0,0.1317,1
L001732,大阪,事業資金,623,44388224,0.196,4,1.5,0.387588,1
L001733,大阪,カードローン,609,311163,0.398,4,5.0,0.856864,0
L001734,東京,カードローン,701,17749873,0.543,0,2.0,0.263257,0
L001735,名古屋,事業資金,655,1460106,0.171,2,1.0,0.23283,1
L001736,札幌,カードローン,808,19363484,0.501,4,3.0,0.125705,0
L001737,福岡,マイカーローン,487,20514341,0.122,2,3.0,0.960559,1
L001738,福岡,マイカーローン,802,20202799,0.553,0,1.0,0.037361,0
L001739,札幌,住宅ローン,435,40430683,0.315,3,2.0,0.972961,0
L001740,東京,事業資金,764,32737649,0.056,4,2.0,0.129454,0
L001741,札幌,マイカーローン,682,27969624,0.863,0,2.0,0.313751,0
L001742,名古屋,カードローン,325,36492713,0.318,1,3.0,0.985595,1
L001743,東京,住宅ローン,803,34926076,0.7,0,1.0,0.049146,0
L001744,東京,住宅ローン,547,14933107,0.373,0,2.0,0.763677,1
L001745,東京,カードローン,704,37206738,0.528,0,0.5,0.06662,0
L001746,大阪,住宅ローン,679,31602594,0.428,0,1.5,0.243115,0
L001747,福岡,事業資金,389,8781814,0.111,2,7.0,0.98138,0
L001748,大阪,カードローン,523,49930304,0.155,4,1.0,0.589662,1
L001749,大阪,事業資金,412,5745902,0.352,4,5.0,0.994592,1
L001750,名古屋,カードローン,753,25125704,0.06,3,2.0,0.137089,0
L001751,大阪,マイカーローン,727,40350970,0.664,3,1.5,0.140286,1
L001752,東京,住宅ローン,485,17816069,0.292,3,3.0,0.9999,1
L001753,東京,住宅ローン,449,39689219,0.22,3,5.0,0.9999,1
L001754,東京,カードローン,430,31506159,0.471,0,1.0,0.824842,1
L001755,名古屋,事業資金,829,38784602,0.891,1,5.0,0.166696,0
L001756,東京,カードローン,596,3624655,0.158,0,1.5,0.506038,0
L001757,東京,カードローン,636,35316111,0.447,0,5.0,0.787421,0
L001758,大阪,マイカーローン,378,43155873,0.444,2,0.5,0.663528,1
L001759,東京,マイカーローン,748,19943907,0.646,2,1.5,0.112715,0
L001760,名古屋,事業資金,519,8392906,0.251,0,3.0,0.932735,1
L001761,大阪,マイカーローン,460,2775798,0.379,0,5.0,0.9999,1
L001762,東京,住宅ローン,525,1255804,0.746,1,5.0,0.9999,0
L001763,福岡,カードローン,404,41085445,0.887,1,2.0,0.990904,1
L001764,福岡,事業資金,433,29115006,0.312,3,3.0,0.9999,1
L001765,東京,カードローン,499,17811906,0.806,1,2.0,0.895952,1
L001766,札幌,住宅ローン,323,45727900,0.416,2,1.0,0.952359,1
L001767,大阪,カードローン,783,32614255,0.697,3,1.0,0.032852,0
L001768,福岡,マイカーローン,614,210964,0.771,1,2.0,0.534721,0
L001769,福岡,住宅ローン,623,22366929,0.707,1,2.0,0.480884,0
L001770,大阪,住宅ローン,469,29901645,0.103,0,5.0,0.988459,1
L001771,札幌,事業資金,608,11220143,0.348,4,3.0,0.706319,1
L001772,東京,カードローン,636,32411717,0.172,0,3.0,0.572964,1
L001773,大阪,カードローン,669,39645192,0.135,2,7.0,0.769916,0
L001774,東京,カードローン,714,6422417,0.811,2,0.5,0.05373,0
L001775,東京,住宅ローン,613,17697103,0.523,4,1.0,0.312395,1
L001776,大阪,カードローン,476,11151035,0.456,3,0.5,0.462912,1
L001777,東京,カードローン,738,29206544,0.649,4,3.0,0.246358,0
L001778,大阪,カードローン,521,46409011,0.569,2,7.0,0.994476,1
L001779,名古屋,事業資金,452,36678905,0.546,2,0.5,0.519798,1
L001780,東京,カードローン,785,7388394,0.274,0,2.0,0.10433,0
L001781,大阪,カードローン,776,25792645,0.317,3,7.0,0.329469,0
L001782,福岡,カードローン,449,35998235,0.504,3,1.5,0.871283,1
L001783,福岡,事業資金,389,34990514,0.207,2,2.0,0.977555,0
L001784,名古屋,事業資金,301,20079623,0.593,3,2.0,0.984387,1
L001785,東京,カードローン,353,39872850,0.552,2,3.0,0.9999,0
L001786,大阪,カードローン,446,45844140,0.331,2,5.0,0.9999,1
L001787,札幌,カードローン,805,1533543,0.21,3,5.0,0.192474,0
L001788,名古屋,カードローン,514,38069686,0.944,4,3.0,0.949958,0
L001789,福岡,事業資金,671,32138580,0.779,0,1.0,0.196774,0
L001790,福岡,事業資金,396,20014083,0.389,4,0.5,0.645383,1
L001791,名古屋,カードローン,381,30409908,0.482,0,7.0,0.9999,0
L001792,名古屋,カードローン,736,45312623,0.114,1,5.0,0.376715,0
L001793,名古屋,カードローン,374,1099316,0.074,0,3.0,0.997384,1
L001794,名古屋,マイカーローン,835,10525154,0.385,3,5.0,0.100064,0
L001795,福岡,事業資金,601,17112058,0.219,3,2.0,0.573959,0
L001796,大阪,事業資金,599,30675277,0.251,1,1.5,0.484354,0
L001797,大阪,カードローン,657,23614899,0.777,3,5.0,0.68664,0
L001798,大阪,事業資金,738,48579076,0.355,2,2.0,0.163053,1
L001799,福岡,カードローン,445,21086624,0.416,0,7.0,0.9999,0
L001800,東京,カードローン,340,14919104,0.495,4,1.5,0.960836,1
L001801,東京,住宅ローン,791,2577693,0.068,4,2.0,0.099223,0
L001802,東京,カードローン,755,31148831,0.716,4,5.0,0.316477,0
L001803,大阪,住宅ローン,737,48293771,0.833,0,1.5,0.167812,1
L001804,名古屋,住宅ローン,613,28408937,0.806,4,3.0,0.662077,0
L001805,東京,事業資金,809,14331246,0.621,2,5.0,0.157389,0
L001806,名古屋,住宅ローン,387,23058245,0.841,4,2.0,0.9999,0
L001807,名古屋,住宅ローン,506,44149129,0.267,0,1.5,0.813885,1
L001808,福岡,事業資金,631,32635287,0.18,4,5.0,0.790824,0
L001809,福岡,事業資金,478,2225593,0.438,3,5.0,0.993694,0
L001810,東京,マイカーローン,770,40665487,0.91,1,0.5,0.005908,0
L001811,福岡,住宅ローン,466,19947107,0.119,1,3.0,0.977061,0
L001812,大阪,マイカーローン,538,39090175,0.845,3,2.0,0.790133,1
L001813,東京,住宅ローン,845,14422908,0.606,3,3.0,0.080065,0
L001814,東京,住宅ローン,358,40073097,0.523,2,5.0,0.9999,1
L001815,大阪,住宅ローン,737,14271397,0.877,1,1.0,0.090584,0
L001816,札幌,住宅ローン,739,15455636,0.328,1,1.0,0.104643,1
L001817,東京,カードローン,557,10032970,0.909,3,2.0,0.719266,0
L001818,東京,カードローン,663,2658154,0.607,3,2.0,0.376261,0
L001819,札幌,カードローン,479,30121339,0.352,2,2.0,0.899729,1
L001820,福岡,事業資金,429,42586678,0.795,3,2.0,0.977774,1
L001821,東京,カードローン,588,9663715,0.857,3,2.0,0.612798,0
L001822,名古屋,カードローン,684,31125483,0.314,2,1.5,0.233326,1
L001823,東京,マイカーローン,385,2946297,0.469,4,1.5,0.973044,1
L001824,大阪,事業資金,734,27245953,0.798,4,3.0,0.253212,0
L001825,大阪,カードローン,567,18818081,0.465,0,2.0,0.663991,0
L001826,大阪,カードローン,686,26954096,0.822,2,7.0,0.709876,0
L001827,名古屋,事業資金,480,32919961,0.777,1,0.5,0.471044,1
L001828,札幌,マイカーローン,719,40669362,0.884,0,1.5,0.166963,0
L001829,東京,カードローン,449,11381826,0.497,0,1.5,0.891456,1
L001830,東京,マイカーローン,600,9018936,0.768,0,3.0,0.707827,1
L001831,東京,カードローン,504,19700238,0.823,2,2.0,0.866012,0
L001832,札幌,住宅ローン,792,22220768,0.58,3,5.0,0.18748,0
L001833,大阪,カードローン,487,1105731,0.933,1,2.0,0.886592,1
L001834,福岡,住宅ローン,599,26559849,0.731,0,3.0,0.741286,0
L001835,東京,住宅ローン,582,8045877,0.758,3,3.0,0.736756,0
L001836,大阪,カードローン,457,32138251,0.13,3,7.0,0.9999,0
L001837,東京,住宅ローン,391,37886256,0.92,0,1.0,0.862017,1
L001838,東京,住宅ローン,452,13153855,0.416,4,3.0,0.998607,1
L001839,東京,カードローン,801,8039573,0.865,0,1.0,0.035713,0
L001840,札幌,住宅ローン,357,9141652,0.213,1,3.0,0.9999,1
L001841,東京,住宅ローン,554,32584165,0.09,0,1.0,0.467491,1
L001842,札幌,カードローン,526,11870521,0.647,3,1.0,0.571539,1
L001843,東京,カードローン,827,38252020,0.256,2,3.0,0.105349,0
L001844,福岡,住宅ローン,368,21797011,0.703,3,5.0,0.9999,1
L001845,東京,事業資金,415,44107415,0.814,2,1.0,0.829816,1
L001846,大阪,事業資金,608,30825346,0.557,3,3.0,0.707021,1
L001847,福岡,カードローン,573,4798900,0.872,0,2.0,0.660074,0
L001848,東京,マイカーローン,847,6277984,0.897,1,1.0,0.041578,0
L001849,東京,事業資金,760,28258870,0.701,2,7.0,0.382398,0
L001850,東京,カードローン,758,13526939,0.935,2,2.0,0.138704,0
L001851,東京,住宅ローン,798,13814330,0.893,1,3.0,0.111413,0
L001852,大阪,事業資金,487,8164867,0.386,3,3.0,0.983377,1
L001853,大阪,カードローン,598,29273426,0.135,2,3.0,0.749423,0
L001854,東京,マイカーローン,382,26657451,0.689,2,1.0,0.893469,1
L001855,東京,住宅ローン,386,735862,0.839,1,2.0,0.986065,1
L001856,大阪,カードローン,598,16360900,0.361,3,5.0,0.852991,0
L001857,名古屋,事業資金,611,40181527,0.507,4,1.5,0.466565,0
L001858,東京,カードローン,632,32580240,0.611,1,1.0,0.258744,0
L001859,名古屋,住宅ローン,586,10808586,0.662,4,3.0,0.771229,1
L001860,東京,住宅ローン,593,2541105,0.545,3,5.0,0.940478,0
L001861,大阪,マイカーローン,597,21064419,0.401,3,5.0,0.89355,1
L001862,名古屋,住宅ローン,774,4170758,0.744,1,3.0,0.140463,0
L001863,札幌,カードローン,525,2008102,0.412,3,1.5,0.723827,1
L001864,名古屋,カードローン,414,21047220,0.573,0,1.0,0.857997,1
L001865,東京,カードローン,757,10677437,0.208,0,2.0,0.125194,0
L001866,大阪,マイカーローン,838,19385448,0.877,2,0.5,0.004522,0
L001867,名古屋,事業資金,649,44548173,0.609,2,1.5,0.297016,0
L001868,福岡,住宅ローン,614,31807068,0.186,0,2.0,0.494289,1
L001869,福岡,住宅ローン,351,15365009,0.305,3,5.0,0.995717,1
L001870,札幌,住宅ローン,781,29029745,0.475,1,1.5,0.052096,0
L001871,東京,事業資金,803,9587669,0.081,2,1.0,0.07489,0
L001872,大阪,カードローン,578,32065669,0.643,3,2.0,0.635028,0
L001873,東京,カードローン,759,49723432,0.414,3,5.0,0.291959,0
L001874,福岡,カードローン,663,18400081,0.323,0,7.0,0.786049,1
L001875,大阪,住宅ローン,382,4358104,0.08,3,1.0,0.895097,1
